business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,general_category
aIp7D41qhB-FgfBmYUgQTw,Ka'Moon,111 S Independence Mall E,Philadelphia,PA,19106,39.949663,-75.148134,4.5,33,0,"{'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Egyptian, Vegan, Middle Eastern, Vegetarian, Halal, Wraps","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",Restaurants
oQ1RYrpB4Vf821L-LXg-eQ,Wong Wong Chinese Restaurant,941 Race St,Philadelphia,PA,19107,39.9556016,-75.155701,3.5,143,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Chinese, Restaurants",,Restaurants
QWZuvqTYTMncVdhulUU73A,Miel Patisserie,204 S 17th St,Philadelphia,PA,19103,39.9497118,-75.169361,3.5,432,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Desserts, Chocolatiers & Shops, Food, Restaurants, Bakeries, Specialty Food, Coffee & Tea","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-18:0'}",Restaurants
e0M-5mblsuda0syws5R68g,Common Wealth Old City,319 Market St,Philadelphia,PA,19106,39.9504125,-75.1463381,3.5,221,0,"{'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True'}","Gastropubs, Restaurants, American (New), Seafood","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '9:0-16:0'}",Restaurants
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, American (New), Breakfast & Brunch, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",Restaurants
vDRbIZgQkohfjt2ctVLn1w,Coquette Bistro,700 S 5th St,Philadelphia,PA,19147,39.9407654,-75.150985,3.0,19,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True'}","American (New), Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",Restaurants
6ajnOk0GcY9xbb5Ocaw8Gw,Barbuzzo,110 S 13th St,Philadelphia,PA,19107,39.950007,-75.1621577,4.5,2893,1,"{'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': True, 'casual': None}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}""}","Mediterranean, Restaurants, Pizza, Italian","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '16:0-22:0'}",Restaurants
MMs3kznm5GqTlie0vTnYzg,Antney's Grub,2655 S Juniper St,Philadelphia,PA,19148,39.9168348,-75.1701028491,3.5,19,0,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Italian, Sandwiches, American (New)","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '10:0-22:0'}",Restaurants
yB2OawAQ_U8qwv7gu1huMg,Five Guys,1527 Chestnut St,Philadelphia,PA,19102,39.9512973,-75.1665774,3.5,208,1,"{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'Caters': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'DogsAllowed': 'False'}","Restaurants, Sandwiches, Fast Food, American (New), Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Restaurants
vg3JmN8hAiOV1suoxTi1yA,Domino's Pizza,401 N 21st St,Philadelphia,PA,19130,39.962797,-75.172945,2.0,81,1,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1'}","Pizza, Restaurants, Chicken Wings, Sandwiches","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-4:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-2:0'}",Restaurants
